11, 75, (1620, 1695, 618, 858)
13, 75, (1556, 1650, 580, 839)
14, 75, (1549, 1640, 562, 837)
0, 76, (1535, 1732, 830, 1080)
1, 76, (553, 615, 315, 473)
2, 76, (1247, 1381, 591, 958)
3, 76, (1151, 1298, 983, 1080)
4, 76, (1474, 1606, 668, 995)
5, 76, (1351, 1448, 582, 907)
6, 76, (1739, 1809, 362, 519)
11, 76, (1613, 1695, 620, 857)
13, 76, (1557, 1651, 584, 843)
14, 76, (1546, 1640, 562, 831)
0, 77, (1541, 1733, 830, 1080)
1, 77, (558, 618, 317, 471)
2, 77, (1247, 1387, 589, 963)
3, 77, (1155, 1299, 985, 1080)
4, 77, (1471, 1605, 671, 1005)
5, 77, (1352, 1446, 583, 904)
6, 77, (1739, 1809, 362, 519)
11, 77, (1613, 1694, 623, 836)
14, 77, (1545, 1641, 563, 844)
0, 78, (1539, 1734, 831, 1080)
1, 78, (560, 620, 316, 472)
2, 78, (1244, 1390, 591, 968)
3, 78, (1158, 1298, 986, 1080)
4, 78, (1468, 1607, 671, 1034)
5, 78, (1351, 1445, 584, 901)
6, 78, (1739, 1810, 362, 519)
11, 78, (1611, 1693, 627, 836)
14, 78, (1543, 1637, 564, 822)
0, 79, (1537, 1734, 830, 1080)
1, 79, (563, 621, 315, 471)
2, 79, (1248, 1392, 590, 967)
3, 79, (1164, 1300, 988, 1080)
4, 79, (1461, 1609, 676, 1038)
5, 79, (1352, 1444, 581, 904)
6, 79, (1739, 1810, 362, 519)
11, 79, (1599, 1693, 629, 836)
14, 79, (1540, 1637, 565, 788)
0, 80, (1542, 1734, 839, 1080)
1, 80, (565, 623, 316, 470)
2, 80, (1250, 1395, 591, 965)
3, 80, (1170, 1301, 990, 1080)
4, 80, (1470, 1604, 677, 1049)
5, 80, (1351, 1443, 582, 905)
6, 80, (1739, 1810, 362, 520)
11, 80, (1602, 1692, 632, 842)
14, 80, (1537, 1638, 567, 775)
0, 81, (1534, 1734, 841, 1080)
1, 81, (569, 625, 317, 468)
2, 81, (1251, 1397, 591, 965)
3, 81, (1175, 1303, 994, 1079)
4, 81, (1468, 1601, 677, 1053)
5, 81, (1350, 1442, 582, 905)
6, 81, (1739, 1810, 362, 520)
11, 81, (1608, 1689, 635, 846)
14, 81, (1536, 1642, 568, 832)
0, 82, (1522, 1734, 841, 1080)
1, 82, (572, 625, 315, 465)
2, 82, (1253, 1396, 593, 966)
3, 82, (1182, 1308, 997, 1079)
4, 82, (1469, 1595, 679, 1049)
5, 82, (1350, 1442, 583, 906)
6, 82, (1739, 1810, 362, 519)
11, 82, (1598, 1687, 642, 851)
14, 82, (1535, 1636, 569, 769)
0, 83, (1510, 1732, 838, 1080)
1, 83, (575, 628, 312, 462)
2, 83, (1254, 1396, 593, 966)
3, 83, (1197, 1309, 1001, 1079)
4, 83, (1473, 1594, 680, 1026)
5, 83, (1349, 1441, 583, 906)
6, 83, (1739, 1809, 362, 519)
11, 83, (1597, 1686, 642, 850)
14, 83, (1534, 1636, 572, 771)
0, 84, (1522, 1729, 837, 1077)
1, 84, (577, 630, 312, 457)
2, 84, (1252, 1404, 594, 966)
3, 84, (1209, 1313, 1003, 1080)
4, 84, (1470, 1594, 680, 1044)
5, 84, (1349, 1441, 583, 906)
6, 84, (1739, 1809, 362, 519)
11, 84, (1598, 1683, 643, 852)
14, 84, (1531, 1634, 575, 773)
0, 85, (1511, 1725, 840, 1077)
1, 85, (580, 630, 312, 456)
2, 85, (1256, 1406, 593, 966)
3, 85, (1212, 1315, 1004, 1079)
4, 85, (1465, 1592, 680, 1045)
5, 85, (1349, 1441, 584, 907)
6, 85, (1739, 1809, 362, 519)
11, 85, (1596, 1679, 642, 849)
14, 85, (1530, 1624, 577, 775)
0, 86, (1513, 1721, 841, 1077)
1, 86, (583, 635, 312, 455)
2, 86, (1258, 1407, 594, 965)
3, 86, (1217, 1321, 1006, 1080)
4, 86, (1444, 1591, 679, 1068)
6, 86, (1739, 1809, 362, 519)
11, 86, (1594, 1677, 639, 848)
14, 86, (1530, 1624, 580, 786)
0, 87, (1531, 1719, 837, 1077)
1, 87, (587, 636, 312, 454)
2, 87, (1253, 1414, 593, 965)
3, 87, (1221, 1322, 1007, 1080)
4, 87, (1436, 1591, 682, 1071)
6, 87, (1739, 1810, 362, 520)
11, 87, (1596, 1675, 642, 848)
14, 87, (1525, 1622, 581, 785)
0, 88, (1539, 1715, 841, 1077)
1, 88, (589, 637, 312, 458)
2, 88, (1255, 1417, 594, 966)
3, 88, (1226, 1323, 1008, 1080)
4, 88, (1440, 1591, 682, 1072)
6, 88, (1739, 1810, 362, 520)
11, 88, (1594, 1674, 638, 849)
14, 88, (1523, 1622, 582, 796)
0, 89, (1492, 1712, 841, 1077)
1, 89, (590, 644, 312, 462)
2, 89, (1255, 1419, 595, 966)
3, 89, (1231, 1328, 1009, 1081)
4, 89, (1432, 1589, 683, 1069)
6, 89, (1739, 1810, 362, 519)
11, 89, (1592, 1674, 639, 856)
14, 89, (1520, 1619, 582, 796)
0, 90, (1490, 1707, 841, 1078)
1, 90, (590, 649, 313, 469)
2, 90, (1265, 1424, 590, 967)
3, 90, (1235, 1332, 1010, 1082)
4, 90, (1390, 1589, 683, 1062)
6, 90, (1739, 1810, 362, 520)
11, 90, (1590, 1672, 643, 855)
14, 90, (1517, 1616, 585, 799)
0, 91, (1481, 1704, 835, 1077)
1, 91, (594, 651, 313, 466)
2, 91, (1270, 1426, 584, 968)
3, 91, (1240, 1337, 1010, 1082)
4, 91, (1402, 1585, 686, 1055)
6, 91, (1739, 1810, 362, 520)
11, 91, (1585, 1672, 647, 860)
14, 91, (1515, 1614, 588, 802)
0, 92, (1477, 1700, 834, 1079)
1, 92, (595, 651, 313, 462)
2, 92, (1273, 1426, 584, 969)
3, 92, (1242, 1341, 1013, 1080)
4, 92, (1391, 1582, 686, 1051)
6, 92, (1739, 1810, 362, 520)
11, 92, (1583, 1668, 652, 861)
14, 92, (1513, 1612, 591, 805)
0, 93, (1477, 1697, 840, 1079)
1, 93, (600, 652, 313, 460)
2, 93, (1274, 1428, 588, 973)
3, 93, (1246, 1345, 1013, 1080)
4, 93, (1399, 1582, 687, 1057)
6, 93, (1739, 1810, 362, 520)
11, 93, (1580, 1666, 654, 884)
14, 93, (1511, 1610, 594, 808)
0, 94, (1476, 1697, 843, 1079)
1, 94, (603, 655, 314, 457)
2, 94, (1277, 1428, 593, 974)
3, 94, (1250, 1349, 1014, 1081)
4, 94, (1399, 1577, 692, 1056)
6, 94, (1739, 1810, 362, 520)
11, 94, (1579, 1664, 658, 898)
14, 94, (1508, 1607, 597, 811)
0, 95, (1477, 1696, 844, 1080)
1, 95, (605, 658, 314, 457)
2, 95, (1280, 1428, 591, 974)
3, 95, (1254, 1353, 1014, 1081)
4, 95, (1395, 1572, 691, 1054)
6, 95, (1739, 1809, 362, 520)
11, 95, (1576, 1657, 661, 869)
0, 96, (1478, 1695, 845, 1080)
1, 96, (611, 661, 313, 456)
2, 96, (1283, 1428, 598, 974)
3, 96, (1257, 1356, 1015, 1082)
4, 96, (1402, 1569, 697, 1052)
6, 96, (1739, 1810, 362, 520)
11, 96, (1572, 1653, 662, 869)
0, 97, (1481, 1694, 846, 1080)
1, 97, (613, 664, 315, 456)
2, 97, (1283, 1430, 599, 976)
3, 97, (1261, 1360, 1016, 1083)
4, 97, (1402, 1567, 699, 1052)
6, 97, (1739, 1809, 362, 520)
11, 97, (1571, 1650, 663, 868)
0, 98, (1482, 1694, 849, 1079)
1, 98, (612, 668, 312, 455)
2, 98, (1284, 1424, 596, 964)
3, 98, (1265, 1364, 1016, 1083)
4, 98, (1406, 1567, 699, 1052)
6, 98, (1739, 1809, 362, 520)
11, 98, (1567, 1649, 665, 884)
0, 99, (1486, 1693, 849, 1079)
1, 99, (615, 671, 313, 454)
2, 99, (1285, 1432, 596, 974)
4, 99, (1411, 1567, 701, 1054)
6, 99, (1739, 1809, 362, 520)
11, 99, (1563, 1647, 665, 888)
0, 100, (1486, 1692, 848, 1080)
1, 100, (617, 672, 315, 457)
2, 100, (1286, 1436, 597, 972)
4, 100, (1427, 1564, 702, 1052)
6, 100, (1739, 1809, 362, 520)
11, 100, (1563, 1646, 665, 887)
0, 101, (1486, 1692, 849, 1080)
1, 101, (620, 675, 314, 456)
2, 101, (1284, 1405, 600, 960)
4, 101, (1432, 1563, 703, 1053)
6, 101, (1739, 1809, 362, 520)
11, 101, (1562, 1646, 665, 900)
0, 102, (1487, 1690, 850, 1079)
1, 102, (623, 681, 315, 456)
2, 102, (1285, 1399, 601, 966)
4, 102, (1435, 1561, 704, 1057)
6, 102, (1739, 1809, 362, 519)
11, 102, (1560, 1646, 669, 895)
0, 102, (1487, 1690, 850, 1079)
1, 102, (624, 682, 315, 456)
2, 102, (1284, 1398, 599, 964)
4, 102, (1438, 1564, 704, 1057)
6, 102, (1738, 1808, 362, 519)
11, 102, (1557, 1643, 672, 898)
0, 102, (1488, 1691, 850, 1079)
1, 102, (627, 685, 315, 456)
2, 102, (1281, 1395, 599, 964)
4, 102, (1440, 1566, 705, 1058)
6, 102, (1738, 1808, 362, 519)
11, 102, (1556, 1642, 674, 900)
0, 102, (1488, 1691, 851, 1080)
1, 102, (630, 688, 315, 456)
2, 102, (1277, 1391, 599, 964)
4, 102, (1443, 1569, 706, 1059)
6, 102, (1738, 1808, 361, 518)
11, 102, (1555, 1641, 676, 902)
0, 102, (1488, 1691, 851, 1080)
1, 102, (633, 691, 315, 456)
2, 102, (1273, 1387, 598, 963)
4, 102, (1446, 1572, 707, 1060)
6, 102, (1738, 1808, 361, 518)
11, 102, (1553, 1639, 679, 905)
0, 102, (1488, 1691, 851, 1080)
1, 102, (636, 694, 315, 456)
2, 102, (1270, 1384, 598, 963)
4, 102, (1448, 1574, 708, 1061)
6, 102, (1738, 1808, 361, 518)
11, 102, (1552, 1638, 681, 907)
0, 102, (1489, 1692, 851, 1080)
1, 102, (639, 697, 316, 457)
2, 102, (1266, 1380, 598, 963)
4, 102, (1451, 1577, 709, 1062)
6, 102, (1738, 1808, 361, 518)
11, 102, (1550, 1636, 684, 910)
