5, 29, (1389, 1483, 538, 837)
6, 29, (1739, 1810, 362, 520)
7, 29, (979, 1014, 283, 374)
8, 29, (1581, 1677, 513, 742)
10, 29, (946, 981, 285, 385)
0, 30, (1559, 1719, 783, 1079)
1, 30, (379, 441, 334, 515)
2, 30, (1293, 1419, 548, 889)
3, 30, (1155, 1313, 963, 1080)
4, 30, (1591, 1709, 587, 829)
5, 30, (1388, 1481, 539, 838)
6, 30, (1739, 1810, 363, 520)
7, 30, (981, 1016, 280, 372)
8, 30, (1580, 1676, 513, 745)
10, 30, (948, 981, 282, 384)
0, 31, (1559, 1722, 784, 1079)
1, 31, (381, 443, 336, 511)
2, 31, (1292, 1416, 545, 891)
3, 31, (1155, 1313, 964, 1080)
4, 31, (1588, 1706, 587, 829)
5, 31, (1388, 1480, 541, 836)
6, 31, (1740, 1811, 363, 520)
7, 31, (982, 1016, 281, 371)
8, 31, (1578, 1674, 511, 743)
10, 31, (949, 982, 285, 385)
0, 32, (1559, 1714, 783, 1079)
1, 32, (386, 446, 337, 509)
2, 32, (1292, 1418, 551, 889)
3, 32, (1155, 1313, 964, 1080)
4, 32, (1579, 1706, 601, 842)
5, 32, (1388, 1477, 542, 837)
6, 32, (1739, 1810, 362, 520)
7, 32, (982, 1016, 280, 370)
8, 32, (1576, 1672, 510, 742)
10, 32, (951, 981, 288, 384)
0, 33, (1559, 1716, 784, 1079)
1, 33, (390, 458, 335, 511)
2, 33, (1291, 1417, 548, 897)
3, 33, (1155, 1313, 964, 1080)
4, 33, (1575, 1702, 602, 843)
5, 33, (1388, 1476, 542, 837)
6, 33, (1739, 1810, 362, 520)
7, 33, (983, 1017, 279, 369)
8, 33, (1575, 1671, 509, 741)
10, 33, (951, 981, 288, 384)
0, 34, (1559, 1721, 783, 1079)
1, 34, (393, 465, 336, 510)
2, 34, (1289, 1416, 550, 900)
3, 34, (1154, 1313, 964, 1080)
4, 34, (1581, 1704, 624, 811)
5, 34, (1387, 1475, 544, 836)
6, 34, (1739, 1810, 362, 520)
7, 34, (983, 1017, 278, 368)
8, 34, (1583, 1670, 523, 672)
10, 34, (951, 981, 289, 383)
11, 34, (1656, 1721, 576, 789)
0, 35, (1559, 1719, 783, 1079)
1, 35, (393, 478, 336, 509)
2, 35, (1289, 1414, 551, 904)
3, 35, (1154, 1309, 964, 1080)
4, 35, (1577, 1700, 627, 814)
5, 35, (1384, 1476, 546, 841)
6, 35, (1739, 1810, 362, 520)
7, 35, (984, 1018, 277, 367)
8, 35, (1580, 1668, 524, 672)
10, 35, (951, 981, 289, 383)
11, 35, (1650, 1720, 576, 791)
0, 36, (1560, 1722, 783, 1079)
1, 36, (395, 480, 336, 510)
2, 36, (1288, 1413, 554, 904)
3, 36, (1154, 1309, 964, 1080)
4, 36, (1575, 1698, 629, 816)
5, 36, (1382, 1479, 546, 841)
6, 36, (1739, 1810, 362, 520)
7, 36, (985, 1019, 276, 366)
8, 36, (1579, 1667, 517, 665)
10, 36, (952, 982, 289, 383)
11, 36, (1655, 1721, 578, 787)
0, 37, (1559, 1717, 783, 1079)
1, 37, (399, 483, 337, 510)
2, 37, (1285, 1414, 556, 907)
3, 37, (1153, 1310, 964, 1080)
4, 37, (1572, 1695, 630, 817)
5, 37, (1380, 1478, 547, 840)
6, 37, (1739, 1810, 362, 520)
7, 37, (985, 1019, 276, 366)
8, 37, (1580, 1668, 527, 671)
10, 37, (952, 982, 290, 384)
11, 37, (1654, 1720, 578, 798)
0, 38, (1560, 1719, 783, 1079)
1, 38, (401, 488, 334, 508)
2, 38, (1285, 1413, 557, 910)
3, 38, (1153, 1310, 965, 1080)
4, 38, (1570, 1693, 631, 818)
5, 38, (1381, 1470, 546, 835)
6, 38, (1739, 1810, 362, 519)
8, 38, (1577, 1667, 526, 672)
10, 38, (953, 983, 290, 384)
11, 38, (1653, 1719, 580, 803)
0, 39, (1560, 1712, 785, 1079)
1, 39, (403, 482, 336, 507)
2, 39, (1283, 1413, 557, 912)
3, 39, (1153, 1310, 965, 1080)
4, 39, (1572, 1677, 622, 822)
5, 39, (1377, 1466, 546, 837)
6, 39, (1739, 1810, 362, 519)
8, 39, (1576, 1666, 522, 668)
10, 39, (953, 983, 291, 385)
11, 39, (1650, 1720, 580, 795)
0, 40, (1561, 1714, 788, 1079)
1, 40, (414, 484, 334, 504)
2, 40, (1283, 1412, 559, 911)
3, 40, (1152, 1310, 965, 1080)
4, 40, (1569, 1674, 622, 822)
5, 40, (1378, 1464, 547, 836)
6, 40, (1739, 1810, 362, 519)
8, 40, (1568, 1668, 524, 676)
10, 40, (954, 984, 291, 385)
11, 40, (1650, 1719, 581, 802)
0, 41, (1562, 1717, 791, 1079)
1, 41, (427, 491, 334, 503)
2, 41, (1282, 1411, 560, 914)
3, 41, (1150, 1309, 965, 1080)
4, 41, (1566, 1671, 623, 823)
5, 41, (1379, 1462, 547, 836)
6, 41, (1739, 1810, 362, 519)
8, 41, (1563, 1668, 526, 676)
11, 41, (1651, 1719, 582, 803)
0, 42, (1563, 1716, 794, 1080)
1, 42, (430, 493, 333, 503)
2, 42, (1282, 1411, 560, 915)
3, 42, (1150, 1309, 965, 1080)
4, 42, (1563, 1671, 626, 829)
5, 42, (1377, 1459, 547, 838)
6, 42, (1739, 1810, 362, 519)
8, 42, (1561, 1666, 525, 675)
11, 42, (1647, 1719, 581, 802)
0, 43, (1562, 1713, 794, 1079)
1, 43, (437, 498, 330, 502)
2, 43, (1282, 1410, 561, 918)
3, 43, (1152, 1309, 964, 1080)
4, 43, (1562, 1666, 629, 833)
5, 43, (1377, 1457, 549, 844)
6, 43, (1739, 1810, 362, 519)
8, 43, (1560, 1665, 526, 676)
11, 43, (1647, 1720, 583, 793)
0, 44, (1560, 1714, 795, 1078)
1, 44, (442, 504, 331, 503)
2, 44, (1282, 1411, 560, 918)
3, 44, (1152, 1310, 963, 1080)
4, 44, (1559, 1663, 629, 833)
5, 44, (1377, 1456, 549, 843)
6, 44, (1739, 1810, 362, 519)
8, 44, (1558, 1663, 526, 676)
11, 44, (1646, 1723, 583, 797)
0, 45, (1559, 1713, 794, 1078)
1, 45, (445, 508, 331, 502)
2, 45, (1283, 1411, 561, 920)
3, 45, (1151, 1310, 962, 1080)
4, 45, (1556, 1660, 631, 835)
5, 45, (1376, 1455, 550, 846)
6, 45, (1739, 1810, 362, 519)
8, 45, (1556, 1661, 527, 677)
11, 45, (1648, 1734, 585, 802)
0, 46, (1558, 1714, 796, 1080)
1, 46, (451, 513, 330, 501)
2, 46, (1282, 1412, 561, 920)
3, 46, (1151, 1309, 964, 1080)
4, 46, (1563, 1652, 652, 854)
5, 46, (1375, 1454, 551, 844)
6, 46, (1739, 1810, 362, 519)
8, 46, (1554, 1659, 527, 677)
11, 46, (1650, 1737, 586, 800)
0, 47, (1558, 1715, 796, 1079)
1, 47, (453, 517, 331, 501)
2, 47, (1283, 1411, 562, 921)
3, 47, (1152, 1310, 963, 1080)
4, 47, (1562, 1650, 652, 862)
5, 47, (1374, 1453, 552, 846)
6, 47, (1739, 1810, 362, 519)
8, 47, (1552, 1657, 528, 678)
11, 47, (1648, 1744, 586, 801)
0, 48, (1556, 1715, 797, 1079)
1, 48, (457, 527, 333, 500)
2, 48, (1283, 1409, 562, 922)
3, 48, (1151, 1310, 964, 1080)
4, 48, (1548, 1656, 658, 868)
5, 48, (1375, 1453, 553, 846)
6, 48, (1739, 1810, 362, 519)
8, 48, (1542, 1664, 529, 690)
11, 48, (1648, 1741, 588, 814)
0, 49, (1554, 1714, 798, 1079)
1, 49, (456, 532, 334, 500)
2, 49, (1282, 1411, 561, 921)
3, 49, (1151, 1312, 965, 1080)
4, 49, (1542, 1657, 652, 870)
5, 49, (1374, 1452, 553, 846)
6, 49, (1739, 1810, 362, 519)
8, 49, (1542, 1664, 530, 692)
11, 49, (1651, 1737, 591, 803)
0, 50, (1553, 1715, 798, 1079)
1, 50, (461, 534, 334, 496)
2, 50, (1282, 1413, 561, 924)
3, 50, (1151, 1309, 965, 1080)
4, 50, (1542, 1660, 643, 865)
5, 50, (1377, 1452, 555, 847)
6, 50, (1739, 1810, 362, 519)
8, 50, (1543, 1667, 534, 702)
11, 50, (1650, 1729, 594, 805)
0, 51, (1551, 1716, 798, 1079)
1, 51, (465, 537, 334, 497)
2, 51, (1280, 1413, 561, 926)
3, 51, (1151, 1307, 966, 1080)
4, 51, (1539, 1653, 642, 868)
5, 51, (1375, 1453, 556, 849)
6, 51, (1739, 1810, 362, 519)
8, 51, (1540, 1664, 534, 702)
11, 51, (1648, 1743, 594, 809)
0, 52, (1550, 1716, 797, 1079)
1, 52, (472, 538, 333, 494)
2, 52, (1279, 1413, 562, 929)
3, 52, (1151, 1307, 966, 1080)
4, 52, (1540, 1646, 644, 874)
5, 52, (1374, 1455, 557, 852)
6, 52, (1739, 1810, 362, 519)
8, 52, (1539, 1663, 537, 705)
11, 52, (1650, 1738, 598, 818)
0, 53, (1548, 1716, 799, 1079)
1, 53, (474, 541, 330, 496)
2, 53, (1278, 1412, 564, 930)
3, 53, (1151, 1308, 967, 1080)
4, 53, (1541, 1647, 647, 875)
5, 53, (1373, 1457, 558, 848)
6, 53, (1739, 1810, 362, 519)
8, 53, (1539, 1663, 539, 707)
11, 53, (1650, 1735, 598, 820)
0, 54, (1546, 1715, 799, 1078)
1, 54, (480, 540, 330, 494)
2, 54, (1278, 1408, 565, 933)
3, 54, (1151, 1307, 969, 1080)
4, 54, (1541, 1643, 646, 871)
5, 54, (1371, 1458, 559, 864)
6, 54, (1739, 1809, 362, 520)
8, 54, (1538, 1662, 542, 710)
11, 54, (1651, 1731, 597, 824)
0, 55, (1543, 1717, 795, 1079)
1, 55, (483, 543, 326, 492)
2, 55, (1276, 1407, 564, 935)
3, 55, (1151, 1307, 969, 1080)
4, 55, (1541, 1641, 657, 874)
5, 55, (1370, 1457, 560, 871)
6, 55, (1739, 1809, 362, 520)
8, 55, (1538, 1662, 545, 713)
11, 55, (1651, 1727, 598, 826)
0, 56, (1541, 1716, 798, 1079)
1, 56, (488, 547, 327, 492)
2, 56, (1274, 1404, 571, 933)
3, 56, (1151, 1307, 969, 1080)
4, 56, (1531, 1637, 659, 893)
5, 56, (1370, 1457, 561, 869)
6, 56, (1739, 1810, 362, 520)
8, 56, (1539, 1650, 543, 704)
11, 56, (1648, 1726, 599, 829)
0, 57, (1535, 1716, 801, 1080)
1, 57, (492, 548, 326, 487)
2, 57, (1270, 1405, 573, 946)
3, 57, (1150, 1306, 968, 1080)
4, 57, (1530, 1636, 657, 891)
5, 57, (1368, 1457, 561, 873)
6, 57, (1739, 1810, 362, 520)
8, 57, (1538, 1654, 543, 714)
11, 57, (1648, 1725, 599, 830)
0, 58, (1526, 1715, 801, 1080)
1, 58, (493, 550, 325, 487)
2, 58, (1267, 1405, 577, 947)
3, 58, (1146, 1305, 969, 1080)
4, 58, (1528, 1634, 661, 895)
5, 58, (1368, 1457, 562, 877)
6, 58, (1739, 1809, 362, 520)
8, 58, (1536, 1652, 543, 714)
11, 58, (1648, 1723, 599, 831)
0, 59, (1519, 1716, 799, 1080)
1, 59, (495, 555, 325, 488)
2, 59, (1269, 1398, 582, 946)
3, 59, (1146, 1306, 969, 1080)
4, 59, (1525, 1631, 665, 899)
5, 59, (1368, 1457, 561, 876)
6, 59, (1739, 1809, 362, 520)
8, 59, (1535, 1651, 545, 716)
11, 59, (1649, 1723, 600, 834)
0, 60, (1521, 1711, 805, 1080)
1, 60, (495, 560, 324, 490)
2, 60, (1265, 1398, 581, 943)
3, 60, (1144, 1303, 969, 1080)
4, 60, (1523, 1629, 669, 903)
5, 60, (1368, 1456, 562, 871)
6, 60, (1739, 1810, 362, 520)
8, 60, (1534, 1650, 547, 718)
11, 60, (1648, 1721, 599, 838)
0, 61, (1525, 1711, 806, 1080)
1, 61, (499, 570, 321, 489)
2, 61, (1263, 1396, 581, 945)
3, 61, (1144, 1303, 968, 1080)
4, 61, (1521, 1625, 661, 917)
5, 61, (1367, 1456, 562, 869)
6, 61, (1739, 1809, 362, 519)
8, 61, (1533, 1649, 549, 720)
11, 61, (1645, 1719, 602, 842)
0, 62, (1524, 1710, 807, 1080)
1, 62, (502, 576, 321, 486)
2, 62, (1262, 1395, 580, 945)
3, 62, (1143, 1301, 966, 1079)
4, 62, (1518, 1621, 662, 899)
5, 62, (1365, 1457, 563, 869)
6, 62, (1739, 1809, 362, 519)
8, 62, (1532, 1648, 551, 722)
11, 62, (1646, 1719, 603, 846)
0, 63, (1522, 1707, 808, 1080)
1, 63, (504, 579, 323, 487)
2, 63, (1259, 1395, 580, 945)
3, 63, (1142, 1301, 966, 1079)
4, 63, (1513, 1620, 661, 899)
5, 63, (1364, 1461, 563, 888)
6, 63, (1739, 1809, 362, 519)
8, 63, (1531, 1647, 553, 724)
11, 63, (1646, 1717, 603, 843)
0, 64, (1522, 1707, 810, 1080)
1, 64, (505, 581, 319, 486)
2, 64, (1256, 1391, 579, 947)
3, 64, (1141, 1302, 966, 1078)
4, 64, (1506, 1620, 657, 917)
5, 64, (1363, 1458, 565, 890)
6, 64, (1739, 1809, 362, 519)
11, 64, (1643, 1715, 607, 845)
12, 64, (515, 567, 326, 480)
0, 65, (1525, 1706, 813, 1080)
1, 65, (508, 580, 322, 486)
2, 65, (1257, 1391, 578, 947)
3, 65, (1140, 1302, 966, 1079)
4, 65, (1502, 1617, 657, 952)
5, 65, (1359, 1457, 566, 890)
6, 65, (1739, 1809, 362, 519)
11, 65, (1638, 1713, 610, 847)
12, 65, (515, 567, 326, 480)
0, 66, (1521, 1711, 814, 1080)
1, 66, (511, 580, 319, 487)
2, 66, (1252, 1387, 580, 949)
3, 66, (1140, 1302, 968, 1079)
4, 66, (1500, 1613, 659, 956)
5, 66, (1361, 1457, 567, 893)
6, 66, (1739, 1809, 362, 519)
11, 66, (1632, 1713, 610, 849)
12, 66, (515, 567, 326, 480)
0, 67, (1520, 1708, 814, 1080)
1, 67, (516, 583, 318, 482)
2, 67, (1250, 1385, 583, 950)
3, 67, (1140, 1302, 969, 1079)
4, 67, (1487, 1613, 662, 965)
5, 67, (1361, 1457, 568, 888)
6, 67, (1739, 1809, 362, 519)
11, 67, (1631, 1710, 611, 846)
12, 67, (515, 567, 326, 480)
13, 67, (1547, 1641, 552, 745)
0, 68, (1521, 1706, 815, 1080)
1, 68, (523, 588, 318, 480)
2, 68, (1249, 1382, 584, 946)
3, 68, (1140, 1302, 970, 1079)
4, 68, (1489, 1611, 662, 954)
5, 68, (1356, 1455, 570, 888)
6, 68, (1739, 1809, 362, 519)
11, 68, (1629, 1707, 614, 847)
12, 68, (515, 567, 326, 480)
13, 68, (1551, 1648, 554, 822)
0, 69, (1516, 1721, 818, 1080)
1, 69, (529, 589, 321, 481)
2, 69, (1248, 1381, 584, 947)
3, 69, (1140, 1298, 971, 1080)
4, 69, (1484, 1611, 659, 965)
5, 69, (1352, 1454, 572, 887)
6, 69, (1739, 1809, 362, 519)
11, 69, (1630, 1705, 614, 846)
12, 69, (515, 567, 326, 480)
13, 69, (1553, 1647, 558, 821)
14, 69, (1551, 1644, 557, 752)
0, 70, (1517, 1700, 822, 1079)
1, 70, (537, 592, 318, 481)
2, 70, (1245, 1380, 585, 949)
3, 70, (1140, 1298, 971, 1080)
4, 70, (1478, 1611, 660, 969)
5, 70, (1352, 1456, 571, 893)
6, 70, (1739, 1809, 362, 519)
11, 70, (1627, 1704, 615, 851)
12, 70, (515, 567, 326, 480)
13, 70, (1553, 1647, 560, 819)
14, 70, (1551, 1644, 557, 752)
0, 71, (1520, 1706, 824, 1080)
1, 71, (539, 597, 315, 478)
2, 71, (1244, 1384, 585, 948)
3, 71, (1140, 1298, 972, 1080)
4, 71, (1479, 1610, 658, 961)
5, 71, (1350, 1456, 571, 899)
6, 71, (1739, 1809, 362, 519)
11, 71, (1621, 1700, 616, 850)
13, 71, (1553, 1647, 565, 824)
14, 71, (1551, 1645, 561, 756)
0, 72, (1521, 1724, 824, 1079)
1, 72, (541, 597, 317, 478)
2, 72, (1244, 1383, 587, 948)
3, 72, (1142, 1298, 973, 1079)
4, 72, (1481, 1609, 661, 963)
5, 72, (1348, 1456, 570, 898)
6, 72, (1739, 1809, 362, 519)
11, 72, (1620, 1700, 618, 853)
13, 72, (1554, 1648, 569, 828)
14, 72, (1551, 1642, 562, 765)
0, 73, (1524, 1729, 827, 1077)
1, 73, (544, 608, 316, 478)
2, 73, (1244, 1380, 588, 951)
3, 73, (1143, 1298, 974, 1079)
4, 73, (1480, 1605, 661, 974)
5, 73, (1348, 1453, 572, 900)
6, 73, (1739, 1809, 362, 519)
11, 73, (1619, 1698, 618, 855)
13, 73, (1555, 1649, 573, 832)
14, 73, (1552, 1642, 562, 803)
0, 74, (1527, 1730, 826, 1077)
1, 74, (547, 613, 317, 476)
2, 74, (1247, 1383, 589, 953)
3, 74, (1145, 1298, 975, 1080)
4, 74, (1476, 1606, 664, 975)
5, 74, (1350, 1450, 574, 905)
6, 74, (1739, 1809, 362, 519)
11, 74, (1619, 1696, 619, 857)
13, 74, (1555, 1649, 576, 835)
14, 74, (1551, 1643, 561, 808)
0, 75, (1530, 1732, 827, 1078)
1, 75, (549, 616, 317, 474)
2, 75, (1247, 1382, 590, 956)
3, 75, (1149, 1298, 976, 1080)
4, 75, (1477, 1602, 669, 987)
5, 75, (1350, 1449, 580, 906)
6, 75, (1739, 1810, 362, 519)
